total,intervals
"{'volume': 1122858.695196034, 'sales': 109460, 'average_price': 10.258164582459656, 'num_owners': 11157, 'market_cap': 79465.76931418858, 'floor_price': 4.068, 'floor_price_symbol': 'ETH'}","[{'interval': 'one_day', 'volume': 415.68318999999997, 'volume_diff': 7.0, 'volume_change': 0.09446188317193659, 'sales': 101, 'sales_diff': 0.07446808510638298, 'average_price': 4.1156751485148515}, {'interval': 'seven_day', 'volume': 3869.715469989992, 'volume_diff': -1040.0, 'volume_change': -0.5248982819366564, 'sales': 949, 'sales_diff': 0.0, 'average_price': 4.077676996828232}, {'interval': 'thirty_day', 'volume': 23452.10227598979, 'volume_diff': -4186.0, 'volume_change': -0.4921656578228994, 'sales': 5599, 'sales_diff': 0.0, 'average_price': 4.188623374886549}]"
